"","Project","Version","Class","wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","nr","ndc","nml","ndpv","max.cc.","avg.cc.","isBuggy"
"11491","lucene","2.2","org.apache.lucene.search.SortComparator",3,1,0,7,7,3,4,5,2,2,21,0,0,0,0.6666667,0,0,6,"1","1","19","0",1,0.6666667,FALSE
"11492","lucene","2.2","org.apache.lucene.analysis.LowerCaseFilter",2,3,0,4,5,1,1,3,2,2,21,0,0,0.8,0.75,0,0,9.5,"1","1","11","0",1,0.5,TRUE
"11493","lucene","2.2","org.apache.lucene.index.IndexModifier",26,1,0,10,55,0,0,10,22,0.344,705,1,4,0,0.18461539,0,0,25.73077,"6","4","180","2",2,1.1538461,TRUE
"11494","lucene","2.2","org.apache.lucene.search.NonMatchingScorer",6,2,0,4,10,15,1,3,6,2,31,0,0,0.61538464,0.6666667,1,3,4.1666665,"1","1","11","0",1,0.8333333,FALSE
"11495","lucene","2.2","org.apache.lucene.search.ScoreDocComparator$2",4,1,0,2,6,6,1,2,3,2,31,0,0,0,0.75,0,0,6.75,NA,"0",NA,"0",3,1.25,FALSE
"11496","lucene","2.2","org.apache.lucene.index.MultiLevelSkipListReader",10,1,1,4,21,0,1,3,1,0.61904764,477,1,1,0,0.5,0,0,45.3,"1","1","271","0",2,1,TRUE
"11497","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$8",2,2,0,8,17,1,1,8,0,1,78,1,1,0.6666667,0.625,1,1,37.5,NA,"0",NA,"0",1,0.5,FALSE
"11498","lucene","2.2","org.apache.lucene.search.DisjunctionMaxQuery$DisjunctionMaxWeight",7,1,0,10,35,0,1,10,7,0.3888889,259,1,2,0,0.30952382,0,0,35.57143,NA,"0",NA,"0",2,1,FALSE
"11499","lucene","2.2","org.apache.lucene.search.PrefixFilter$1",2,2,0,3,4,0,1,3,1,0.5,19,1,1,0.5,0.6,1,1,7.5,NA,"0",NA,"0",1,0.5,FALSE
"11500","lucene","2.2","org.apache.lucene.document.NumberTools",4,1,0,0,18,0,0,0,3,1.1666666,130,0.5,0,0,0.33333334,0,0,30,"1","1","11","0",6,2.5,FALSE
"11501","lucene","2.2","org.apache.lucene.search.spans.SpanFirstQuery",13,3,0,6,30,0,1,6,11,0.41666666,176,1,1,0.5714286,0.1923077,2,2,12.384615,"1","1","11","0",6,1.3076923,FALSE
"11502","lucene","2.2","org.apache.lucene.analysis.standard.CharStream",12,1,0,3,12,66,3,0,12,2,12,0,0,0,0.5833333,0,0,0,"1","1","14","1",1,1,FALSE
"11503","lucene","2.2","org.apache.lucene.store.MMapDirectory",2,3,0,5,10,1,0,5,2,1,48,1,0,0.97727275,0.75,1,2,22.5,"1","1","11","0",1,0.5,TRUE
"11504","lucene","2.2","org.apache.lucene.index.SegmentTermPositions",15,2,0,6,27,7,1,6,7,0.6122449,287,1,1,0.44,0.2,1,3,17.666666,"6","3","190","4",3,1.0666667,TRUE
"11505","lucene","2.2","org.apache.lucene.index.KeepOnlyLastCommitDeletionPolicy",3,1,0,4,7,3,2,2,3,2,28,0,0,0,0.8333333,0,0,8.333333,"1","1","50","0",2,1,TRUE
"11506","lucene","2.2","org.apache.lucene.index.StaleReaderException",1,4,0,2,2,0,2,0,1,2,5,0,0,1,1,0,0,4,"1","1","36","0",0,0,FALSE
"11507","lucene","2.2","org.apache.lucene.store.IndexInput",15,1,5,31,18,103,31,0,15,0.9285714,256,1,0,0,0.28,0,0,16,"2","2","37","0",1,0.93333334,TRUE
"11508","lucene","2.2","org.apache.lucene.search.PhraseQuery",15,2,0,9,43,0,3,7,11,0.58928573,303,1,0,0.46153846,0.19166666,2,3,18.933332,"1","1","11","0",6,1.8,TRUE
"11509","lucene","2.2","org.apache.lucene.index.MultiReader",28,2,0,17,61,0,1,16,17,0.6825397,664,1,1,0.6976744,0.15773809,1,9,22.464285,"13","5","202","9",6,1.3928572,TRUE
"11510","lucene","2.2","org.apache.lucene.search.SloppyPhraseScorer",4,3,0,9,19,0,3,7,0,0.5555556,326,1,1,0.8695652,0.34375,1,1,79.75,"2","2","170","1",4,1.5,TRUE
"11511","lucene","2.2","org.apache.lucene.search.BooleanScorer2",21,2,0,16,58,104,5,15,10,0.65625,511,1,3,0.32,0.2375,1,3,22.952381,"6","4","105","4",6,1.6666666,TRUE
"11512","lucene","2.2","org.apache.lucene.index.SegmentTermDocs",12,1,1,13,33,12,2,12,8,0.6909091,377,0.8666667,4,0,0.21875,0,0,29.166666,"3","2","171","2",1,0.9166667,FALSE
"11513","lucene","2.2","org.apache.lucene.search.Scorer",9,1,17,38,11,34,35,3,7,0.875,47,1,1,0,0.41666666,0,0,4.111111,"1","1","11","0",1,0.8888889,TRUE
"11514","lucene","2.2","org.apache.lucene.search.ConjunctionScorer",10,2,1,6,21,0,3,4,6,0.41269842,340,1,1,0.47058824,0.3,1,3,32.3,"2","1","98","1",2,1.1,TRUE
"11515","lucene","2.2","org.apache.lucene.queryParser.CharStream",12,1,0,3,12,66,3,0,12,2,12,0,0,0,0.5833333,0,0,0,"1","1","14","0",1,1,TRUE
"11516","lucene","2.2","org.apache.lucene.search.BooleanScorer2$SingleMatchScorer",6,2,0,5,14,0,1,5,5,0.53333336,62,1,2,0.61538464,0.41666666,1,3,8.833333,NA,"0",NA,"0",1,0.8333333,FALSE
"11517","lucene","2.2","org.apache.lucene.search.Hits",11,1,0,13,28,19,3,12,5,0.64,338,1,6,0,0.32467532,0,0,28.818182,"3","3","40","1",4,1.1818181,TRUE
"11518","lucene","2.2","org.apache.lucene.search.MatchAllDocsQuery",6,2,0,7,14,15,3,5,5,2,57,0,0,0.7058824,0.33333334,2,3,8.5,"3","2","22","1",3,1.1666666,TRUE
"11519","lucene","2.2","org.apache.lucene.search.BooleanScorer$BucketTable",3,1,0,4,5,3,2,3,3,1.25,25,0,2,0,0.6666667,0,0,6,NA,"0",NA,"0",1,0.6666667,FALSE
"11520","lucene","2.2","org.apache.lucene.index.CompoundFileWriter$1",0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,NA,"0",NA,"0",0,0,FALSE
"11521","lucene","2.2","org.apache.lucene.queryParser.ParseException",5,3,0,3,18,0,2,1,4,0.55,387,0.4,1,0.8666667,0.4,1,1,75.4,"0","0",NA,"0",14,4.8,TRUE
"11522","lucene","2.2","org.apache.lucene.index.IndexReader$FieldOption",4,1,0,6,5,4,6,0,1,0.93939394,78,0.09090909,10,0,0.6666667,0,0,15.75,NA,"0",NA,"0",1,0.25,FALSE
"11523","lucene","2.2","org.apache.lucene.search.BooleanQuery$1",2,3,0,3,3,1,1,3,1,1,12,1,1,0.95454544,0.625,1,1,4.5,NA,"0",NA,"0",1,0.5,FALSE
"11524","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$3",2,1,0,2,4,1,1,1,1,2,8,0,0,0,0.75,0,0,3,NA,"0",NA,"0",1,0.5,FALSE
"11525","lucene","2.2","org.apache.lucene.store.LockObtainFailedException",1,4,0,5,2,0,5,0,1,2,5,0,0,1,1,0,0,4,"1","1","33","0",0,0,FALSE
"11526","lucene","2.2","org.apache.lucene.document.Fieldable",18,1,0,10,18,153,9,1,18,2,18,0,0,0,0.37037036,0,0,0,"2","2","172","0",1,1,TRUE
"11527","lucene","2.2","org.apache.lucene.analysis.CharTokenizer",4,3,2,4,8,4,2,2,2,0.85714287,122,1,0,0.5714286,0.5833333,0,0,27.75,"1","1","11","0",1,0.75,TRUE
"11528","lucene","2.2","org.apache.lucene.index.TermPositions",4,1,0,23,4,6,22,1,4,2,4,0,0,0,0.5,0,0,0,"5","4","117","3",1,1,TRUE
"11529","lucene","2.2","org.apache.lucene.search.FilteredTermEnum",9,2,2,7,14,8,5,2,6,0.5,103,1,2,0.3846154,0.4074074,1,2,10.222222,"1","1","11","0",2,1,FALSE
"11530","lucene","2.2","org.apache.lucene.search.Sort",14,1,0,12,22,61,11,1,13,0.6923077,175,0,3,0,0.32051283,0,0,11.285714,"3","2","19","0",3,0.71428573,TRUE
"11531","lucene","2.2","org.apache.lucene.search.function.FloatFieldSource$1",4,2,0,2,11,0,1,2,2,0.33333334,40,1,1,0.8,0.5625,1,6,8.5,NA,"0",NA,"0",1,0.75,FALSE
"11532","lucene","2.2","org.apache.lucene.search.PrefixGenerator",2,1,1,6,16,0,1,5,1,0,66,1,1,0,0.6666667,0,0,31.5,"0","0",NA,"0",1,0.5,FALSE
"11533","lucene","2.2","org.apache.lucene.queryParser.QueryParser$Operator",2,2,0,2,3,1,1,1,0,1,19,0,2,1,1,0,0,7.5,NA,"0",NA,"0",0,0,FALSE
"11534","lucene","2.2","org.apache.lucene.search.ScoreDocComparator$1",4,1,0,2,6,6,1,2,3,2,33,0,0,0,0.75,0,0,7.25,NA,"0",NA,"0",3,1.25,FALSE
"11535","lucene","2.2","org.apache.lucene.index.SegmentTermVector",8,1,1,3,15,0,2,1,7,0.5714286,133,1,0,0,0.35,0,0,15.25,"1","1","11","0",4,1.75,TRUE
"11536","lucene","2.2","org.apache.lucene.search.FieldDocSortedHitQueue",5,2,0,6,21,0,3,3,0,0.375,274,0,1,0.73333335,0.5,1,3,53.4,"2","2","13","0",18,5,TRUE
"11537","lucene","2.2","org.apache.lucene.store.LockFactory",5,1,4,8,6,4,7,1,5,0.5,19,1,0,0,0.8,0,0,2.6,"5","2","87","0",1,0.8,TRUE
"11538","lucene","2.2","org.apache.lucene.search.payloads.BoostingTermQuery",3,4,0,5,7,3,1,5,2,2,38,0,0,0.9230769,0.5,1,1,11.666667,"4","3","214","0",4,1.6666666,TRUE
"11539","lucene","2.2","org.apache.lucene.search.function.ShortFieldSource",7,3,0,7,22,9,2,6,6,0.7777778,122,0.33333334,1,0.7058824,0.33333334,2,3,16,"1","1","105","0",6,1.7142857,TRUE
"11540","lucene","2.2","org.apache.lucene.index.TermInfosWriter",6,1,0,9,29,0,2,7,0,0.45,395,0.6666667,5,0,0.47916666,0,0,62.833332,"3","3","27","2",1,0.6666667,TRUE
"11541","lucene","2.2","org.apache.lucene.search.PhraseScorer",13,2,2,9,34,0,2,7,6,0.6666667,345,1,4,0.4,0.21978022,1,3,24.846153,"2","2","41","1",3,1.1538461,FALSE
"11542","lucene","2.2","org.apache.lucene.search.HitIterator",5,1,0,2,10,0,1,2,4,0.375,60,1,1,0,0.6,0,0,10.6,"1","1","11","0",2,1.2,TRUE
"11543","lucene","2.2","org.apache.lucene.store.NoLockFactory",5,2,0,4,7,6,1,3,4,0.75,24,1,2,0.5714286,0.625,0,0,3.4,"3","2","75","0",1,0.6,FALSE
"11544","lucene","2.2","org.apache.lucene.index.SegmentInfos",30,4,0,16,75,349,10,8,23,0.9367816,515,0.6666667,0,0.7383177,0.15517241,1,3,15.766666,"12","4","740","7",6,1.2666667,TRUE
"11545","lucene","2.2","org.apache.lucene.search.FieldCache",13,1,0,16,14,78,10,8,12,1.0416666,20,0,1,0,0.42708334,0,0,0.3846154,"3","2","84","0",1,0.9230769,TRUE
"11546","lucene","2.2","org.apache.lucene.analysis.SimpleAnalyzer",2,2,0,4,4,1,1,3,2,2,10,0,0,0.6666667,0.6666667,0,0,4,"1","1","11","0",1,0.5,FALSE
"11547","lucene","2.2","org.apache.lucene.queryParser.QueryParser$LookaheadSuccess",2,3,0,2,3,1,1,1,0,2,8,0,0,1,0.75,0,0,3,NA,"0",NA,"0",0,0,FALSE
"11548","lucene","2.2","org.apache.lucene.index.ParallelReader$ParallelTermEnum",6,2,0,4,23,0,1,4,6,0.55,166,1,2,0.5555556,0.5,1,2,26,NA,"0",NA,"0",2,1,FALSE
"11549","lucene","2.2","org.apache.lucene.search.ParallelMultiSearcher$1",2,2,0,2,4,0,1,2,1,0.33333334,26,1,2,0.5,0.7,0,0,10.5,NA,"0",NA,"0",1,0.5,FALSE
"11550","lucene","2.2","org.apache.lucene.search.FieldCacheImpl$10",2,2,0,7,23,1,1,7,0,1,133,1,1,0.6666667,0.625,1,1,65,NA,"0",NA,"0",1,0.5,FALSE
"11551","lucene","2.2","org.apache.lucene.index.FilterIndexReader$FilterTermDocs",9,1,1,4,18,0,1,3,9,0,53,1,1,0,0.25925925,0,0,4.7777777,NA,"0",NA,"0",1,0.8888889,FALSE
"11552","lucene","2.2","org.apache.lucene.search.RemoteSearchable",13,4,0,14,31,0,0,14,13,0,120,1,1,0.6,0.20512821,0,0,8.153846,"3","3","19","2",1,0.9230769,FALSE
"11553","lucene","2.2","org.apache.lucene.search.TermQuery",8,2,0,15,22,0,10,6,6,0.14285715,100,1,1,0.6315789,0.23214285,2,2,11.375,"2","2","21","1",4,1.375,TRUE
"11554","lucene","2.2","org.apache.lucene.search.spans.NearSpansOrdered",15,1,0,6,41,25,3,5,7,0.74725276,661,0.84615386,3,0,0.20238096,0,0,42.2,"2","2","275","0",6,1.5333333,FALSE
"11555","lucene","2.2","org.apache.lucene.index.DefaultSkipListWriter",4,2,0,3,10,0,1,2,0,0.4848485,176,1,2,0.625,0.625,1,1,40.25,"1","1","124","0",1,0.75,FALSE
"11556","lucene","2.2","org.apache.lucene.search.SimilarityDelegator",7,2,1,2,14,0,1,1,7,0,47,1,1,0.71428573,0.42857143,1,2,5.571429,"1","1","11","0",1,0.85714287,TRUE
"11557","lucene","2.2","org.apache.lucene.store.NativeFSLock",7,2,0,2,32,1,1,1,6,0.5833333,485,1,0,0.44444445,0.44444445,1,1,67.42857,"0","0",NA,"0",3,1.1428572,FALSE
"11558","lucene","2.2","org.apache.lucene.search.TopDocs",3,1,1,14,4,0,13,1,2,0.6666667,25,0.33333334,1,0,0.5833333,0,0,6.3333335,"1","1","11","0",1,0.6666667,TRUE
"11559","lucene","2.2","org.apache.lucene.index.TermVectorsWriter$TVTerm",2,1,0,3,3,1,1,2,0,0.5,21,0,1,0,0.75,0,0,7.5,NA,"0",NA,"0",0,0,FALSE
"11560","lucene","2.2","org.apache.lucene.queryParser.QueryParserConstants",1,1,0,2,1,0,2,0,0,2,174,0,0,0,0,0,0,136,"1","1","36","1",0,0,TRUE
"11561","lucene","2.2","org.apache.lucene.index.FieldReaderException",4,4,0,1,8,6,1,0,4,2,20,0,0,1,0.6666667,0,0,4,"3","2","95","0",0,0,FALSE
"11562","lucene","2.2","org.apache.lucene.search.BooleanQuery",27,2,0,19,64,171,12,11,22,0.7692308,443,1,0,0.33333334,0.102564104,2,6,15.222222,"6","4","229","4",12,1.5925926,TRUE
"11563","lucene","2.2","org.apache.lucene.search.function.CustomScoreQuery$CustomScorer",7,2,0,9,26,0,1,9,5,0.44444445,174,1,5,0.61538464,0.35714287,1,3,23,NA,"0",NA,"0",1,0.71428573,FALSE
"11564","lucene","2.2","org.apache.lucene.index.MultiTermPositions",6,2,0,5,12,3,1,4,5,2,36,0,0,0.6666667,0.30555555,1,1,5,"0","0",NA,"0",1,0.8333333,FALSE
"11565","lucene","2.2","org.apache.lucene.search.FieldDoc",2,2,0,4,3,1,3,1,2,1,16,0,0,0,0.875,0,0,6.5,"1","1","11","0",0,0,TRUE
"11566","lucene","2.2","org.apache.lucene.document.DateField",8,1,0,1,25,22,1,0,6,0.42857143,126,1,0,0,0.17857143,0,0,14.625,"1","1","11","0",5,1.375,FALSE
"11567","lucene","2.2","org.apache.lucene.search.FilteredQuery",9,2,0,9,26,0,2,8,8,0.3125,143,0,2,0.6,0.22222222,2,4,14.666667,"5","4","53","4",5,1.3333334,TRUE
"11568","lucene","2.2","org.apache.lucene.index.IndexFileNameFilter",5,1,0,3,14,4,2,1,4,0.5833333,145,0.6666667,1,0,0.5,0,0,27.4,"3","2","78","0",7,2.6,TRUE
"11569","lucene","2.2","org.apache.lucene.document.DateTools$Resolution",4,1,0,2,5,4,2,0,1,0.9166667,60,0.125,7,0,0.6666667,0,0,12,NA,"0",NA,"0",1,0.25,FALSE
"11570","lucene","2.2","org.apache.lucene.queryParser.TokenMgrError",6,3,0,2,19,15,2,0,4,1.12,184,0,0,0.8125,0.5,1,1,28.833334,"0","0",NA,"0",14,2.8333333,TRUE
"11571","lucene","2.2","org.apache.lucene.store.FSDirectory$FSIndexOutput",5,3,0,2,13,0,1,1,5,0.375,54,0.5,0,0.8518519,0.36,1,2,9.4,NA,"0",NA,"0",1,0.8,FALSE
"11572","lucene","2.2","org.apache.lucene.index.TermFreqVector",6,1,0,11,6,15,11,0,6,2,6,0,0,0,0.375,0,0,0,"2","2","19","0",1,1,FALSE
"11573","lucene","2.2","org.apache.lucene.search.TopFieldDocs",1,2,0,14,2,0,11,3,0,2,11,0,1,1,1,0,0,9,"1","1","11","0",0,0,TRUE
"11574","lucene","2.2","org.apache.lucene.index.SegmentInfo",18,1,0,12,44,0,8,4,4,0.67873305,981,0.46153846,1,0,0.24305555,0,0,52.77778,"11","4","697","6",4,1.3333334,TRUE
"11575","lucene","2.2","org.apache.lucene.search.MatchAllDocsQuery$MatchAllDocsWeight",8,1,0,10,19,0,1,10,8,0.64285713,105,1,2,0,0.29166666,0,0,11.625,NA,"0",NA,"0",2,1,FALSE
"11576","lucene","2.2","org.apache.lucene.search.SortComparatorSource",1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,"2","2","23","0",1,1,FALSE
"11577","lucene","2.2","org.apache.lucene.store.NativeFSLockFactory",7,2,0,4,27,9,1,3,4,0.33333334,186,1,0,0.5,0.5714286,0,0,25.428572,"7","2","643","0",2,0.71428573,TRUE
"11578","lucene","2.2","org.apache.lucene.search.FieldSortedHitQueue$5",4,1,0,3,6,0,1,2,3,0.5,54,1,0,0,0.5,0,0,12,NA,"0",NA,"0",4,1.5,FALSE
"11579","lucene","2.2","org.apache.lucene.search.DisjunctionMaxQuery",14,2,0,6,38,0,1,6,11,0.3846154,318,1,0,0.5,0.17142858,2,5,21.571428,"2","2","11","1",6,1.5714285,TRUE
"11580","lucene","2.2","org.apache.lucene.search.FieldCache$FloatParser",1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,NA,"0",NA,"0",1,1,FALSE
"11581","lucene","2.2","org.apache.lucene.analysis.CachingTokenFilter",4,3,0,3,10,2,0,3,3,0.6666667,57,1,0,0.5714286,0.625,0,0,12.75,"1","1","68","0",1,0.75,TRUE
"11582","lucene","2.2","org.apache.lucene.search.BooleanScorer2$2",2,3,0,4,6,0,1,4,1,0,39,1,1,0.9444444,0.625,2,2,17,NA,"0",NA,"0",1,0.5,FALSE
"11583","lucene","2.2","org.apache.lucene.index.TermVectorsWriter$TVField",1,1,0,1,2,0,1,0,0,2,26,0,0,0,1,0,0,21,NA,"0",NA,"0",0,0,FALSE
"11584","lucene","2.2","org.apache.lucene.index.IndexFileDeleter$CommitPoint",4,1,0,5,14,0,1,5,4,0.8,91,0.2,1,0,0.4375,0,0,20.5,NA,"0",NA,"0",3,1.5,FALSE
"11585","lucene","2.2","org.apache.lucene.search.function.ValueSourceQuery$ValueSourceWeight",7,1,0,10,12,3,2,10,7,0.6666667,68,0.25,2,0,0.30952382,0,0,8.142858,NA,"0",NA,"0",1,0.85714287,FALSE
"11586","lucene","2.2","org.apache.lucene.search.SortField",15,1,0,9,22,0,8,1,14,0.8520408,297,0.2857143,3,0,0.3809524,0,0,17.866667,"1","1","11","0",7,0.8,TRUE
"11587","lucene","2.2","org.apache.lucene.search.Searcher",23,1,3,40,28,247,29,14,22,0.90909094,131,1,1,0,0.27391306,0,0,4.652174,"2","2","14","1",1,0.95652175,TRUE
"11588","lucene","2.2","org.apache.lucene.document.Field$Store",2,2,0,5,3,1,4,1,0,1,25,0,3,1,1,0,0,10,NA,"0",NA,"0",0,0,FALSE
"11589","lucene","2.2","org.apache.lucene.index.CompoundFileWriter$FileEntry",2,1,0,2,3,1,1,1,0,2,11,0,0,0,0.75,0,0,3,NA,"0",NA,"0",0,0,FALSE
"11590","lucene","2.2","org.apache.lucene.index.FieldsReader",18,1,0,17,61,69,2,16,0,0.8067227,745,1,4,0,0.23737374,0,0,40,"13","5","631","9",5,1.3333334,TRUE
"11591","lucene","2.2","org.apache.lucene.search.Explanation",13,1,1,41,21,64,41,0,11,0.6111111,197,1,0,0,0.2923077,0,0,13.923077,"3","2","46","2",4,1.4615384,FALSE
"11592","lucene","2.2","org.apache.lucene.search.ReqExclScorer",7,2,0,4,16,0,1,3,6,0.33333334,179,1,2,0.5714286,0.47619048,1,3,24.142857,"1","1","11","0",1,0.85714287,FALSE
"11593","lucene","2.2","org.apache.lucene.store.AlreadyClosedException",1,5,0,4,2,0,4,0,1,2,5,0,0,1,1,0,0,4,"1","1","28","0",0,0,FALSE
"11594","lucene","2.2","org.apache.lucene.search.function.ValueSourceQuery",7,2,1,11,20,9,5,7,6,0.5,74,0,1,0.6666667,0.26530612,2,3,9.428572,"1","1","201","0",4,1.2857143,TRUE
"11595","lucene","2.2","org.apache.lucene.store.SimpleFSLock",5,2,0,2,18,0,1,1,5,0.375,83,0,0,0.5,0.46666667,1,1,15.2,"0","0",NA,"0",1,0.8,FALSE
"11596","lucene","2.2","org.apache.lucene.search.function.IntFieldSource",7,3,0,7,22,9,2,6,6,0.7777778,122,0.33333334,1,0.7058824,0.33333334,2,3,16,"1","1","107","0",6,1.7142857,TRUE
"11597","lucene","2.2","org.apache.lucene.search.BooleanScorer$Collector",2,2,0,3,4,0,1,3,2,0,81,1,1,0.5,0.75,0,0,38.5,NA,"0",NA,"0",3,1.5,FALSE
"11598","lucene","2.2","org.apache.lucene.search.ReqOptSumScorer",6,2,0,4,15,0,1,3,6,0.46666667,113,1,2,0.61538464,0.5,1,3,17.333334,"1","1","11","0",1,0.8333333,FALSE
"11599","lucene","2.2","org.apache.lucene.search.RangeQuery",9,2,0,9,32,0,1,8,9,0.29166666,340,1,2,0.6,0.25925925,2,3,36.444443,"3","2","26","0",11,3,TRUE
"11600","lucene","2.2","org.apache.lucene.util.ScorerDocQueue$HeapedScorerDoc",3,1,0,2,5,1,1,2,0,0.16666667,31,0.33333334,2,0,0.6666667,0,0,8.333333,NA,"0",NA,"0",1,0.33333334,FALSE
"11601","lucene","2.2","org.apache.lucene.index.IndexFileDeleter$RefCount",6,1,0,2,7,13,1,1,0,0.4,35,0,0,0,0.3888889,0,0,4.6666665,NA,"0",NA,"0",1,0.6666667,FALSE
"11602","lucene","2.2","org.apache.lucene.search.function.ShortFieldSource$1",5,2,0,2,12,0,1,2,3,0.375,46,1,1,0.75,0.55,1,6,7.8,NA,"0",NA,"0",1,0.8,FALSE
"11603","lucene","2.2","org.apache.lucene.search.ConjunctionScorer$1",2,1,0,2,4,1,1,2,1,1,17,1,1,0,0.6666667,0,0,7,NA,"0",NA,"0",1,0.5,FALSE
"11604","lucene","2.2","org.apache.lucene.search.FilterManager",5,1,0,5,18,4,4,3,4,0.8214286,112,1,2,0,0.35,0,0,20,"1","1","205","0",2,1.2,TRUE
"11605","lucene","2.2","org.apache.lucene.store.RAMDirectory",17,2,0,11,42,0,2,10,15,0.5625,393,0.33333334,0,0.5862069,0.3529412,1,5,21.941177,"16","5","315","12",2,0.88235295,TRUE
"11606","lucene","2.2","org.apache.lucene.index.SegmentTermEnum",13,2,0,10,38,0,3,7,4,0.76666665,367,0.53333336,6,0.29411766,0.21153846,1,2,26.076923,"3","3","27","2",1,0.9230769,TRUE
"11607","lucene","2.2","org.apache.lucene.index.TermVectorsReader",10,1,0,9,37,17,1,8,0,0.5555556,659,1,4,0,0.2777778,0,0,64.2,"4","3","33","2",4,1.1,TRUE
"11608","lucene","2.2","org.apache.lucene.search.TermQuery$TermWeight",8,1,0,12,40,0,1,12,8,0.6904762,323,1,2,0,0.29166666,0,0,38.625,NA,"0",NA,"0",1,0.875,FALSE
"11609","lucene","2.2","org.apache.lucene.search.spans.TermSpans",8,1,0,6,19,0,3,3,8,0.6666667,160,1,2,0,0.34375,0,0,18.25,"1","1","101","0",3,1.125,FALSE
"11610","lucene","2.2","org.apache.lucene.analysis.standard.StandardTokenizerConstants",1,1,0,3,1,0,3,0,0,2,87,0,0,0,0,0,0,68,"0","0",NA,"0",0,0,FALSE
"11611","lucene","2.2","org.apache.lucene.index.TermEnum",6,1,5,33,8,15,32,1,6,2,21,0,0,0,0.5833333,0,0,2.5,"1","1","11","0",1,0.8333333,FALSE
"11612","lucene","2.2","org.apache.lucene.search.PrefixQuery",6,2,0,9,28,0,1,8,6,0,147,1,1,0.7058824,0.33333334,2,3,23.333334,"2","1","14","0",4,1.5,FALSE
"11613","lucene","2.2","org.apache.lucene.index.MultipleTermPositions$TermPositionsQueue",3,2,0,3,13,3,1,2,1,2,42,0,0,0.84615386,0.5555556,1,3,13,NA,"0",NA,"0",2,1,FALSE
"11614","lucene","2.2","org.apache.lucene.document.LoadFirstFieldSelector",2,1,0,2,3,1,0,2,2,2,7,0,0,0,0.75,0,0,2.5,"2","1","41","0",1,0.5,FALSE
"11615","lucene","2.2","org.apache.lucene.index.CompoundFileWriter",6,1,0,6,39,0,1,5,5,0.6,339,1,1,0,0.33333334,0,0,54.666668,"2","2","13","1",4,1.3333334,TRUE
